"fg","year","bin_midpoint","bin_min","bin_max","mean_n_individuals","mean","sd","q025","q25","median","q75","q975","ci_min","ci_max"
"all",1990,87.4430231166713,74.9467463642328,99.9392998691097,192,0.691407717595452,3.63434776805833,0.0263501756489054,0.391539814671654,0.818429476641009,1.72364275427497,3.228623318726,0.576053601714212,0.8298613714557
"all",1990,116.602720366912,99.9392998691097,133.266140864714,50,0.706772420645735,3.77787489563583,0.0272810237716417,0.315319844999598,1.13006528591131,1.70385770165469,3.39149865025128,0.488964884273971,1.02160149051837
"all",1990,155.486325979643,133.266140864714,177.706511094572,14,1.06776691027623,5.82653422993801,0.0202838972234893,1.63473678885793,1.91413118646965,3.10249088166529,3.43958466329493,0.4241675004871,2.68791497078761
"all",1990,207.336479719973,177.706511094572,236.966448345373,6,1.00188013822308,3.19254639901728,0.192592974066859,0.73070797230005,1.25158501501931,2.42055387319045,2.94541676710221,0.3957577161268,2.53630888410601
"all",1990,276.47714711774,236.966448345373,315.987845890107,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"all",1995,1.16673541359231,1,1.33347082718462,21024,0.0269210817426848,1.45356418910826,0.0203220787989447,0.0208673245382522,0.0212384817506575,0.0414385545871188,0.0634605288474728,0.0266993868014452,0.0271446174994957
"all",1995,1.55580763706853,1.33347082718462,1.77814444695244,18600,0.0389221075657376,1.78304437029053,0.0203914370772053,0.0211471483710121,0.0418091771398049,0.0631030622006415,0.121278178989243,0.0385676871823384,0.0392797849193454
"all",1995,2.07462409674193,1.77814444695244,2.37110374653142,20439,0.0494721838692741,2.01989833309334,0.0204014056462638,0.0213163334371367,0.0428687893702073,0.0845898546283646,0.18770751863435,0.0489819987773221,0.0499672744659088
"all",1995,2.76645071037962,2.37110374653142,3.16179767422781,18042,0.0596266834446643,2.22842652371491,0.0204123468480488,0.0216801843264491,0.0624694778175107,0.106307603992631,0.269224904975663,0.058923243783517,0.0603385209353455
"all",1995,3.6889813171354,3.16179767422781,4.21616496004298,15124,0.0711881883497691,2.39431013820602,0.020491182536066,0.0412584954626685,0.0644420604833481,0.142735033323532,0.38326534484509,0.0701952773792804,0.0721951440285646
"all",1995,4.91914896842916,4.21616496004298,5.62213297681534,11061,0.086003115737717,2.51130596714268,0.0205475014555055,0.0420504603011639,0.0853446131830064,0.169017486141294,0.486285032537386,0.084527673589245,0.0875043119314744
"all",1995,6.55954164397562,5.62213297681534,7.4969503111359,7891,0.10487657038936,2.58923003667134,0.0206227170852665,0.0605119500847171,0.106153581302293,0.211309708363601,0.622320233398622,0.102677156155353,0.107123097566049
"all",1995,8.74695742194416,7.4969503111359,9.99696453275241,6369,0.118261600970598,2.70988825789093,0.020639136783124,0.062322223484073,0.126010782139857,0.243987700328134,0.781975894199647,0.115385010103266,0.121209906309425
"all",1995,11.6638125487886,9.99696453275241,13.3306605648247,5027,0.141109154690781,2.92026602383324,0.0206734947608723,0.0635298481443929,0.148145402905102,0.3047221939396,1.02913995734151,0.13698810695041,0.145354176948768
"all",1995,15.5533537675595,13.3306605648247,17.7760469702942,2907,0.189027168881104,3.04252856933522,0.0208027491085951,0.0859025823277518,0.208385712659606,0.425481539231876,1.37960402574491,0.181533923378858,0.196829715956916
"all",1995,20.7399435139226,17.7760469702942,23.703840057551,2157,0.243532118712506,3.1530489042899,0.0208976198459313,0.1217052394205,0.27873521033548,0.554925283716419,1.7444262543428,0.232011386358432,0.255624923308626
"all",1995,27.6561096332728,23.703840057551,31.6083792089945,1609,0.280648095748633,3.10560470579001,0.0211271665845117,0.145010036727049,0.314510310991521,0.630352853757387,1.9653191941607,0.265530808691708,0.296626045148612
"all",1995,36.8786153893889,31.6083792089945,42.1488515697832,1145,0.351508921556229,3.05989513158377,0.0237055344433027,0.176067397142315,0.396311277524948,0.777722956746331,2.28069847390355,0.329460339293376,0.375033068315994
"all",1995,49.176557768712,42.1488515697832,56.2042639676407,794,0.370488481355627,2.88772400570916,0.0436949143398515,0.18435829563113,0.435664738564092,0.815073543860527,2.17343310930191,0.344143887271249,0.398849783169361
"all",1995,65.5755051659368,56.2042639676407,74.9467463642328,472,0.384794813567958,2.95191296784451,0.0223924911053964,0.220596970993012,0.456517998863077,0.82358888552282,2.09462484994482,0.348994819574791,0.424267181757028
"all",1995,87.4430231166713,74.9467463642328,99.9392998691097,212,0.405917660900563,2.88050237368513,0.0413974619612266,0.215934877787339,0.422065726339175,0.885549986190156,2.23249766032027,0.352037172286946,0.468044741868001
"all",1995,116.602720366912,99.9392998691097,133.266140864714,72,0.437926524775624,2.80705362837071,0.0389696372850664,0.28189740608139,0.510420477059516,0.763191854029516,2.38627368319234,0.345034499669258,0.555827435476425
"all",1995,155.486325979643,133.266140864714,177.706511094572,23,0.73419872891622,2.29217428735567,0.201210189649257,0.418311342894757,0.737837868251405,1.42490984019913,3.09758997882479,0.523103176171898,1.03048078867916
"all",1995,207.336479719973,177.706511094572,236.966448345373,11,0.846412268677492,2.66465401331217,0.182906357883877,0.463755581299439,0.901758934760015,1.93515135812383,3.18403763597592,0.474295405127331,1.51048001060741
"all",1995,276.47714711774,236.966448345373,315.987845890107,3,1.56056202624155,1.37648206834499,1.13628265110229,1.37347517707842,1.637022428163,1.86434748802593,2.06894004190256,1.08705182865155,2.24032909338656
